# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,53.03568546629979,69.90476880809514,2.4480598612033226,0.40848674325653894,0.0,0.0
 0.046490990793257796,0.005403530562346954,0.1162274769831445,2.5000000000000004,53.03568546629979,69.58667082166397,2.4480598612033226,0.40848674325653894,0.0,0.0
 0.06600369877818293,0.010891220631002771,0.2812367239286019,8.456501633342638,52.27185945724593,69.26857283523279,2.334932698300435,0.4282778688772855,-39.14505406650718,-2006.1312912974115
 0.08114920282791065,0.016462982799013457,0.36788225401523406,5.720874643864355,51.53207766453087,68.95047484880162,2.229082144473485,0.44861514075615305,-48.84497671956756,-640.4489821674024
 0.09406101031296037,0.022118684152737093,0.43802553285217743,5.4324910682071925,50.81510401177629,68.63237686237044,2.1299888985214985,0.46948601501826404,-55.52852717055599,-517.6308939493683
 0.10556163979009157,0.027858149487932613,0.4990566252576298,5.3067610365860025,50.119770237734876,68.31427887593927,2.0371710828952097,0.4908767890906878,-60.46049700358357,-428.84346833664245
 0.11607095120303257,0.03368116428294192,0.5540814774828102,5.235818985954088,49.444972451082336,67.99618088950808,1.9501820820923197,0.5127726324544607,-64.20951479481361,-356.73296221991967
 0.12583716056583472,0.03958747744817917,0.6047702794221683,5.19022274214428,48.78966773161468,67.67808290307691,1.8686083499256951,0.5351576214672084,-67.09918814188165,-295.8848453601995
 0.1350211892552061,0.04557680386972546,0.6521458745526024,5.158476386867302,48.152870810409006,67.35998491664573,1.7920672366571975,0.5580147773168005,-69.3374272602861,-243.70994408965
 0.14373423637184068,0.05164882676349043,0.6968885640676173,5.135136871875054,47.53365085175176,67.04188693021456,1.7202048686282676,0.5813261072778058,-71.06812925125351,-198.63337909228264
 0.15205683129038075,0.0578031998551783,0.7394776691555546,5.117286796340694,46.93112835350847,66.72378894378338,1.6526941045971475,0.6050726490875666,-72.39598996955442,-159.54888244565015
 0.1600494291150122,0.0640395494001033,0.780265651013483,5.103219598042178,46.34447217686257,66.4056909573522,1.5892325857962273,0.6292345179286557,-73.39993698143387,-125.60959952038382
 0.1677587268141314,0.07035747605574595,0.8195203898228599,5.091869628262218,45.77289671199798,66.08759297092102,1.529540888895416,0.6537909560052148,-74.14105501852542,-96.13301574490191
 0.17522163863969717,0.07675655661895156,0.8574509136345702,5.082536776298398,45.21565918294711,65.76949498448985,1.473360786140319,0.6787203849911358,-74.66757508000337,-70.55155866564569
 0.18246791020742095,0.0832363456386586,0.8942238721177943,5.074741974482108,44.67205709269323,65.45139699805867,1.4204536185892145,0.7040004593695877,-75.0181779931042,-48.383904719013344
 0.18952190049086048,0.08979637691416906,0.9299745267457016,5.068146281947418,44.141425806185055,65.1332990116275,1.370598774906538,0.729608123331491,-75.22427238862598,-29.21671100194172
 0.1964038338608935,0.09643616488814362,0.9648143358793827,5.0625031165499355,43.62313626965101,64.81520102519633,1.3235922805847267,0.7555196677017696,-75.31161792279369,-12.692005207149323
 0.20313070269431976,0.10315520594272029,0.9988363413880317,5.057628794483299,43.11659286102602,64.49710303876515,1.2792454876708608,0.7817107893972042,-75.30151414695851,1.5020028018035283
 0.20971693265588556,0.10995297960648308,1.032119088375514,5.0533836780229535,42.62123136760842,64.17900505233396,1.237383863766539,0.8081566515309537,-75.21169110527775,13.638005688371361
 0.21617488261065784,0.1168289496793292,1.0647295381663557,5.049659724715476,42.13651708524372,63.86090706590279,1.1978458740572324,0.8348319442908734,-75.05698956469915,23.95520895362204
 0.22251522669851245,0.12378256528172595,1.0967252732729278,5.0463720364738895,41.66194303334962,63.54280907947162,1.1604819493995566,0.8617109473502872,-74.84988910983242,32.66391413416499
 0.22874725076753433,0.13081326183426306,1.1281561936651177,5.043452984789739,41.197028280517024,63.22471109304044,1.1251535382810343,0.8887675912460454,-74.60092382242158,39.94934625628192
 0.23487908546567107,0.137920461972975,1.1590658405830108,5.040848039704248,40.74131637397379,62.906613106609264,1.0917322326677619,0.9159755204409377,-74.31901363578932,45.97485100469483
 0.24091789174354702,0.14510357640538857,1.1894924430230451,5.03851275234754,40.29437386805327,62.58851512017809,1.060098965783618,0.9433081554426448,-74.01173102007917,50.88466189682723
 0.2468700100959027,0.15236200471187772,1.2194697545986248,5.036410535035066,39.85578894532851,62.27041713374691,1.0301432749737893,0.9707387547867492,-73.68551778732383,54.80624097910146
 0.2527410818181517,0.15969513609652405,1.2490277297851313,5.034511003245576,39.42517012510671,61.952319147315734,1.0017626245991504,0.9982404767797604,-73.34586266250592,57.85232081746678
 0.25853614841357514,0.16710235009131527,1.2781930755793098,5.03278872018681,39.00214505406391,61.63422116088456,0.9748617848245383,1.0257864402593093,-72.99744775614504,60.12267514510238
 0.2642597337599844,0.17458301721724445,1.3069897054338908,5.0312222342673305,38.586359373691536,61.31612317445338,0.9493522614069752,1.0533497845341022,-72.64427019214808,61.70565172379671
 0.2699159125398297,0.18213649960552233,1.335439115749531,5.029793332737996,38.17747565985745,60.99802518802221,0.9251517723041974,1.0809037283789495,-72.2897436147285,62.67952114294439
 0.2755083676274926,0.1897621515819138,1.363560700418301,5.028486456834889,37.77517242988192,60.67992720159103,0.9021837678257367,1.1084216272367662,-71.93678333922045,63.113654016942824
 0.2810404385257876,0.19745932021691728,1.3913720153832028,5.027288239106499,37.37914321253801,60.36182921515986,0.8803769898075037,1.1358770294742166,-71.5878781426993,63.069545372003354
